Position_1,Position_2,MI
285,22770,0.059998978274876394
302,22770,0.059998978274876394
292,22770,0.059998978274876394
275,22770,0.059998978274876394
183,22770,0.059998978274876394
252,22770,0.059998978274876394
251,22770,0.05999897827487639
200,22770,0.05999897827487639
202,22770,0.05999897827487639
317,22770,0.05999897827487639
316,22770,0.05999897827487639
195,22770,0.05999897827487639
327,22770,0.05999897827487639
326,22770,0.05999897827487639
277,22770,0.05999897827487639
201,22770,0.05999897827487639
209,22770,0.05999897827487639
322,22770,0.05999897827487639
194,22770,0.05999897827487639
262,22770,0.05999897827487639
238,22770,0.05999897827487639
286,22770,0.05999897827487639
191,22770,0.05999897827487639
249,22770,0.05999897827487639
182,22770,0.05999897827487639
276,22770,0.05999897827487639
287,22770,0.05999897827487639
179,22770,0.05999897827487639
267,22770,0.05999897827487639
181,22770,0.05999897827487639
184,22770,0.05999897827487639
283,22770,0.05999897827487639
318,22770,0.05999897827487639
205,22770,0.05999897827487639
279,22770,0.05999897827487639
324,22770,0.05999897827487639
312,22770,0.05999897827487639
325,22770,0.05999897827487639
306,22770,0.05999897827487639
288,22770,0.05999897827487639
257,22770,0.05999897827487638
263,22770,0.05999897827487638
299,22770,0.05999897827487638
301,22770,0.05999897827487638
298,22770,0.05999897827487638
303,22770,0.05999897827487638
296,22770,0.05999897827487638
220,22770,0.05999897827487638
229,22770,0.05999897827487638
259,22770,0.05999897827487638
330,22770,0.05999897827487638
294,22770,0.05999897827487638
309,22770,0.05999897827487638
264,22770,0.05999897827487638
290,22770,0.05999897827487638
266,22770,0.05999897827487638
253,22770,0.05999897827487638
328,22770,0.05999897827487638
270,22770,0.05999897827487638
231,22770,0.05999897827487638
297,22770,0.05999897827487638
196,22770,0.05999897827487638
310,22770,0.05999897827487638
258,22770,0.05999897827487638
314,22770,0.05999897827487638
291,22770,0.05999897827487638
272,22770,0.05999897827487638
187,22770,0.05999897827487638
222,2127,0.05965763650285244
1960,2127,0.05950145572172778
217,22770,0.059175410287049465
218,22770,0.059175410287049465
225,22770,0.059175410287049465
228,22770,0.059175410287049465
235,22770,0.059175410287049465
223,22770,0.059175410287049465
226,22770,0.059175410287049465
215,22770,0.059175410287049465
230,22770,0.059175410287049465
214,22770,0.059175410287049465
244,22770,0.059175410287049465
211,22770,0.05917541028704946
239,22770,0.05917541028704946
236,22770,0.05917541028704946
213,22770,0.05917541028704946
332,22770,0.05917541028704946
240,22770,0.05917541028704946
221,22770,0.05917541028704946
212,22770,0.05917541028704946
232,22770,0.05917541028704946
224,22770,0.05917541028704946
227,22770,0.05917541028704946
333,22770,0.05917541028704946
219,22770,0.05917541028704946
243,22770,0.05917541028704946
210,22770,0.05917541028704946
234,22770,0.05917541028704946
242,22770,0.05917541028704946
2127,2449,0.05867360624228161
344,22770,0.05837607110430672
336,22770,0.05837607110430672
335,22770,0.05837607110430672
337,22770,0.05837607110430672
334,22770,0.05837607110430672
241,6183,0.05827551158181685
340,22770,0.0575998738589978
338,22770,0.0575998738589978
343,22770,0.0575998738589978
342,22770,0.0575998738589978
341,22770,0.0575998738589978
339,22770,0.0575998738589978
6525,22770,0.05756880873422515
241,12815,0.05748948333756667
2127,22770,0.05730188021816801
345,22770,0.05684579681622685
347,22770,0.05684579681622684
22770,29732,0.05684579681622684
346,22770,0.05684579681622684
357,22770,0.05611287851476607
400,22770,0.05611287851476607
360,22770,0.05611287851476607
381,22770,0.05611287851476607
393,22770,0.05611287851476607
358,22770,0.05611287851476607
356,22770,0.05611287851476607
383,22770,0.05611287851476607
386,22770,0.05611287851476607
359,22770,0.05611287851476607
384,22770,0.05611287851476607
395,22770,0.05611287851476607
355,22770,0.05611287851476607
380,22770,0.05611287851476607
373,22770,0.05611287851476607
379,22770,0.05611287851476607
389,22770,0.05611287851476607
350,22770,0.05611287851476607
364,22770,0.05611287851476607
401,22770,0.05611287851476607
388,22770,0.05611287851476607
378,22770,0.05611287851476607
351,22770,0.05611287851476607
369,22770,0.05611287851476607
362,22770,0.05611287851476607
352,22770,0.05611287851476607
353,22770,0.05611287851476607
376,22770,0.05611287851476607
398,22770,0.05611287851476607
368,22770,0.05611287851476607
392,22770,0.05611287851476607
367,22770,0.05611287851476607
377,22770,0.05611287851476607
366,22770,0.05611287851476607
403,22770,0.05611287851476607
365,22770,0.05611287851476607
348,22770,0.05611287851476607
354,22770,0.05611287851476607
371,22770,0.05611287851476607
402,22770,0.05611287851476607
370,22770,0.05611287851476607
374,22770,0.05611287851476607
390,22770,0.05611287851476607
22770,29682,0.056112878514766054
22770,29681,0.056112878514766054
22770,29705,0.056112878514766054
375,22770,0.056112878514766054
404,22770,0.056112878514766054
372,22770,0.056112878514766054
22770,29675,0.056112878514766054
396,22770,0.056112878514766054
22770,29687,0.056112878514766054
22770,29707,0.056112878514766054
22770,29676,0.056112878514766054
22770,29677,0.056112878514766054
391,22770,0.056112878514766054
22770,29706,0.056112878514766054
22770,29686,0.056112878514766054
349,22770,0.056112878514766054
22770,29685,0.056112878514766054
22770,29684,0.056112878514766054
22770,29678,0.056112878514766054
22770,29679,0.056112878514766054
22770,29680,0.056112878514766054
406,22770,0.056112878514766054
22770,29683,0.056112878514766054
385,22770,0.056112878514766054
10081,22770,0.056112878514766054
22770,29716,0.056112878514766054
22770,29718,0.056112878514766054
22770,29719,0.056112878514766054
22770,29720,0.056112878514766054
397,22770,0.056112878514766054
22770,29722,0.056112878514766054
22770,29723,0.056112878514766054
399,22770,0.056112878514766054
22770,29724,0.056112878514766054
22770,29725,0.056112878514766054
22770,29726,0.056112878514766054
387,22770,0.056112878514766054
22770,29727,0.056112878514766054
22770,29728,0.056112878514766054
22770,29729,0.056112878514766054
22770,29730,0.056112878514766054
22770,29731,0.056112878514766054
382,22770,0.056112878514766054
361,22770,0.056112878514766054
22770,29700,0.056112878514766054
405,22770,0.056112878514766054
22770,29704,0.056112878514766054
22770,29717,0.056112878514766054
22770,29721,0.056112878514766054
22770,29715,0.056112878514766054
22770,29712,0.056112878514766054
22770,29708,0.056112878514766054
363,22770,0.056112878514766054
22770,29709,0.056112878514766054
22770,29711,0.056112878514766054
22770,29710,0.056112878514766054
22770,29714,0.056112878514766054
22770,29713,0.056112878514766054
12815,22813,0.05545222774653353
22770,29693,0.055400213339875146
22770,29692,0.055400213339875146
22770,29688,0.055400213339875146
22770,29703,0.055400213339875146
22770,29702,0.055400213339875146
22770,29701,0.055400213339875146
22770,29696,0.055400213339875146
22770,29699,0.055400213339875146
22770,29695,0.055400213339875146
22770,25493,0.055400213339875146
22770,29689,0.055400213339875146
22770,29694,0.055400213339875146
22770,29690,0.055400213339875146
22770,29691,0.055400213339875146
22770,29698,0.055400213339875146
22770,29697,0.055400213339875146
407,22770,0.05540021333987514
280,10081,0.054848138739138796
209,10081,0.054848138739138796
249,10081,0.054848138739138796
189,10081,0.054848138739138796
251,10081,0.054848138739138796
293,10081,0.054848138739138796
196,10081,0.054848138739138796
273,10081,0.054848138739138796
250,10081,0.054848138739138796
203,10081,0.054848138739138796
300,10081,0.054848138739138796
330,10081,0.054848138739138796
204,10081,0.054848138739138796
264,10081,0.054848138739138796
220,10081,0.054848138739138796
323,10081,0.054848138739138796
318,10081,0.054848138739138796
301,10081,0.054848138739138796
292,10081,0.054848138739138796
199,10081,0.054848138739138796
263,10081,0.054848138739138796
259,10081,0.054848138739138796
190,10081,0.054848138739138796
258,10081,0.054848138739138796
191,10081,0.054848138739138796
268,10081,0.054848138739138796
182,10081,0.054848138739138796
288,10081,0.054848138739138796
324,10081,0.054848138739138796
257,10081,0.054848138739138796
312,10081,0.054848138739138796
303,10081,0.054848138739138796
202,10081,0.054848138739138796
316,10081,0.054848138739138796
269,10081,0.054848138739138796
282,10081,0.054848138739138796
256,10081,0.054848138739138796
253,10081,0.054848138739138796
326,10081,0.054848138739138796
311,10081,0.054848138739138796
271,10081,0.054848138739138796
290,10081,0.054848138739138796
289,10081,0.054848138739138796
317,10081,0.054848138739138796
254,10081,0.054848138739138796
197,10081,0.054848138739138796
302,10081,0.054848138739138796
270,10081,0.054848138739138796
255,10081,0.054848138739138796
283,10081,0.054848138739138796
267,10081,0.054848138739138796
328,10081,0.054848138739138796
305,10081,0.054848138739138796
325,10081,0.054848138739138796
306,10081,0.054848138739138796
185,10081,0.054848138739138796
272,10081,0.054848138739138796
291,10081,0.054848138739138796
281,10081,0.054848138739138796
314,10081,0.054848138739138796
285,10081,0.054848138739138796
313,10081,0.054848138739138796
252,10081,0.054848138739138796
262,10081,0.054848138739138796
181,10081,0.054848138739138796
265,10081,0.054848138739138796
183,10081,0.054848138739138796
304,10081,0.054848138739138796
329,10081,0.054848138739138796
284,10081,0.054848138739138796
261,10081,0.054848138739138796
286,10081,0.054848138739138796
266,10081,0.054848138739138796
201,10081,0.054848138739138796
188,10081,0.054848138739138796
260,10081,0.054848138739138796
315,10081,0.054848138739138796
184,10081,0.054848138739138796
287,10081,0.054848138739138796
216,10081,0.054848138739138796
198,10081,0.054848138739138796
200,10081,0.054848138739138796
331,10081,0.054848138739138796
327,10081,0.054848138739138796
238,10081,0.054848138739138796
192,10081,0.054848138739138796
297,10081,0.054848138739138796
237,10081,0.054848138739138796
246,10081,0.054848138739138796
308,10081,0.054848138739138796
321,10081,0.054848138739138796
274,10081,0.054848138739138796
193,10081,0.054848138739138796
186,10081,0.054848138739138796
231,10081,0.054848138739138796
195,10081,0.054848138739138796
245,10081,0.054848138739138796
299,10081,0.054848138739138796
310,10081,0.054848138739138796
295,10081,0.054848138739138796
296,10081,0.054848138739138796
319,10081,0.054848138739138796
276,10081,0.054848138739138796
180,10081,0.054848138739138796
275,10081,0.054848138739138796
278,10081,0.054848138739138796
233,10081,0.054848138739138796
208,10081,0.054848138739138796
277,10081,0.054848138739138796
194,10081,0.054848138739138796
187,10081,0.054848138739138796
294,10081,0.054848138739138796
179,10081,0.054848138739138796
322,10081,0.054848138739138796
207,10081,0.054848138739138796
248,10081,0.054848138739138796
279,10081,0.054848138739138796
298,10081,0.054848138739138796
206,10081,0.054848138739138796
205,10081,0.054848138739138796
309,10081,0.054848138739138796
320,10081,0.054848138739138796
229,10081,0.054848138739138796
247,10081,0.054848138739138796
307,10081,0.054848138739138796
314,26610,0.05476015908667365
233,26610,0.05476015908667365
196,26610,0.05476015908667365
270,26610,0.05476015908667365
193,26610,0.05476015908667365
304,26610,0.05476015908667365
220,26610,0.05476015908667365
229,26610,0.05476015908667365
203,26610,0.05476015908667365
272,26610,0.05476015908667365
231,26610,0.05476015908667365
292,26610,0.05476015908667365
282,26610,0.05476015908667365
255,26610,0.05476015908667365
183,26610,0.05476015908667365
310,26610,0.05476015908667365
275,26610,0.05476015908667365
302,26610,0.05476015908667365
245,26610,0.05476015908667365
257,26610,0.05476015908667365
299,26610,0.05476015908667365
280,26610,0.05476015908667365
313,26610,0.05476015908667365
301,26610,0.05476015908667365
289,26610,0.05476015908667365
197,26610,0.05476015908667365
259,26610,0.05476015908667365
320,26610,0.05476015908667365
263,26610,0.05476015908667365
321,26610,0.05476015908667365
291,26610,0.05476015908667365
296,26610,0.05476015908667365
290,26610,0.05476015908667365
264,26610,0.05476015908667365
311,26610,0.05476015908667365
207,26610,0.05476015908667365
297,26610,0.05476015908667365
303,26610,0.05476015908667365
309,26610,0.05476015908667365
187,26610,0.05476015908667365
298,26610,0.05476015908667365
206,26610,0.05476015908667365
274,26610,0.05476015908667365
190,26610,0.05476015908667365
266,26610,0.05476015908667365
258,26610,0.05476015908667365
254,26610,0.05476015908667365
180,26610,0.05476015908667365
308,26610,0.05476015908667365
186,26610,0.05476015908667365
300,26610,0.05476015908667365
281,26610,0.05476015908667365
253,26610,0.05476015908667365
307,26610,0.05476015908667365
294,26610,0.05476015908667365
286,26610,0.05476015908667364
248,26610,0.05476015908667364
285,26610,0.05476015908667364
261,26610,0.05476015908667364
181,26610,0.05476015908667364
305,26610,0.05476015908667364
322,26610,0.05476015908667364
316,26610,0.05476015908667364
195,26610,0.05476015908667364
279,26610,0.05476015908667364
185,26610,0.05476015908667364
271,26610,0.05476015908667364
267,26610,0.05476015908667364
284,26610,0.05476015908667364
265,26610,0.05476015908667364
277,26610,0.05476015908667364
199,26610,0.05476015908667364
202,26610,0.05476015908667364
201,26610,0.05476015908667364
260,26610,0.05476015908667364
276,26610,0.05476015908667364
191,26610,0.05476015908667364
319,26610,0.05476015908667364
262,26610,0.05476015908667364
252,26610,0.05476015908667364
208,26610,0.05476015908667364
256,26610,0.05476015908667364
315,26610,0.05476015908667364
306,26610,0.05476015908667364
287,26610,0.05476015908667364
251,26610,0.05476015908667364
317,26610,0.05476015908667364
188,26610,0.05476015908667364
247,26610,0.05476015908667364
246,26610,0.05476015908667364
269,26610,0.05476015908667364
192,26610,0.05476015908667364
184,26610,0.05476015908667364
237,26610,0.05476015908667364
268,26610,0.05476015908667364
204,26610,0.05476015908667364
288,26610,0.05476015908667364
182,26610,0.05476015908667364
278,26610,0.05476015908667364
198,26610,0.05476015908667364
312,26610,0.05476015908667364
216,26610,0.05476015908667364
295,26610,0.05476015908667364
318,26610,0.05476015908667364
194,26610,0.05476015908667364
273,26610,0.05476015908667364
200,26610,0.05476015908667364
238,26610,0.05476015908667364
209,26610,0.05476015908667364
283,26610,0.05476015908667364
189,26610,0.05476015908667364
249,26610,0.05476015908667364
179,26610,0.05476015908667364
205,26610,0.05476015908667364
250,26610,0.05476015908667364
293,26610,0.05476015908667364
22770,24977,0.054706947483630836
411,22770,0.054706947483630836
302,25493,0.0543092134773013
214,10081,0.0543092134773013
233,25493,0.0543092134773013
197,25493,0.0543092134773013
311,29732,0.0543092134773013
245,29732,0.0543092134773013
280,25493,0.0543092134773013
289,25493,0.0543092134773013
313,29732,0.0543092134773013
304,25493,0.0543092134773013
321,25493,0.0543092134773013
245,25493,0.0543092134773013
207,29732,0.0543092134773013
193,25493,0.0543092134773013
218,10081,0.0543092134773013
275,25493,0.0543092134773013
292,25493,0.0543092134773013
281,25493,0.0543092134773013
254,29732,0.0543092134773013
289,29732,0.0543092134773013
320,29732,0.0543092134773013
275,29732,0.0543092134773013
307,29732,0.0543092134773013
193,29732,0.0543092134773013
186,25493,0.0543092134773013
206,25493,0.0543092134773013
207,25493,0.0543092134773013
311,25493,0.0543092134773013
180,29732,0.0543092134773013
281,29732,0.0543092134773013
321,29732,0.0543092134773013
292,29732,0.0543092134773013
307,25493,0.0543092134773013
190,25493,0.0543092134773013
274,25493,0.0543092134773013
300,25493,0.0543092134773013
274,29732,0.0543092134773013
254,25493,0.0543092134773013
308,29732,0.0543092134773013
308,25493,0.0543092134773013
183,25493,0.0543092134773013
282,29732,0.0543092134773013
304,29732,0.0543092134773013
255,29732,0.0543092134773013
255,25493,0.0543092134773013
203,25493,0.0543092134773013
186,29732,0.0543092134773013
233,29732,0.0543092134773013
282,25493,0.0543092134773013
302,29732,0.0543092134773013
206,29732,0.0543092134773013
190,29732,0.0543092134773013
300,29732,0.0543092134773013
197,29732,0.0543092134773013
280,29732,0.0543092134773013
244,10081,0.0543092134773013
230,10081,0.0543092134773013
203,29732,0.0543092134773013
313,25493,0.0543092134773013
217,10081,0.0543092134773013
228,10081,0.0543092134773013
320,25493,0.0543092134773013
183,29732,0.0543092134773013
180,25493,0.0543092134773013
225,10081,0.0543092134773013
201,29732,0.05430921347730129
303,25493,0.05430921347730129
211,10081,0.05430921347730129
317,25493,0.05430921347730129
253,29732,0.05430921347730129
268,29732,0.05430921347730129
253,25493,0.05430921347730129
182,29732,0.05430921347730129
298,25493,0.05430921347730129
266,25493,0.05430921347730129
258,25493,0.05430921347730129
273,29732,0.05430921347730129
194,25493,0.05430921347730129
227,10081,0.05430921347730129
199,25493,0.05430921347730129
316,25493,0.05430921347730129
294,25493,0.05430921347730129
258,29732,0.05430921347730129
216,25493,0.05430921347730129
295,25493,0.05430921347730129
290,25493,0.05430921347730129
288,29732,0.05430921347730129
257,25493,0.05430921347730129
286,25493,0.05430921347730129
238,25493,0.05430921347730129
297,29732,0.05430921347730129
219,10081,0.05430921347730129
215,10081,0.05430921347730129
260,29732,0.05430921347730129
319,29732,0.05430921347730129
271,25493,0.05430921347730129
240,10081,0.05430921347730129
205,25493,0.05430921347730129
179,25493,0.05430921347730129
184,25493,0.05430921347730129
212,10081,0.05430921347730129
290,29732,0.05430921347730129
237,29732,0.05430921347730129
296,25493,0.05430921347730129
305,29732,0.05430921347730129
298,29732,0.05430921347730129
246,25493,0.05430921347730129
181,29732,0.05430921347730129
322,25493,0.05430921347730129
256,29732,0.05430921347730129
202,29732,0.05430921347730129
315,25493,0.05430921347730129
198,25493,0.05430921347730129
210,10081,0.05430921347730129
278,29732,0.05430921347730129
270,25493,0.05430921347730129
266,29732,0.05430921347730129
312,29732,0.05430921347730129
315,29732,0.05430921347730129
179,29732,0.05430921347730129
288,25493,0.05430921347730129
188,29732,0.05430921347730129
294,29732,0.05430921347730129
299,25493,0.05430921347730129
188,25493,0.05430921347730129
277,29732,0.05430921347730129
287,29732,0.05430921347730129
283,25493,0.05430921347730129
192,29732,0.05430921347730129
194,29732,0.05430921347730129
259,29732,0.05430921347730129
184,29732,0.05430921347730129
198,29732,0.05430921347730129
303,29732,0.05430921347730129
237,25493,0.05430921347730129
287,25493,0.05430921347730129
205,29732,0.05430921347730129
316,29732,0.05430921347730129
278,25493,0.05430921347730129
269,29732,0.05430921347730129
243,10081,0.05430921347730129
256,25493,0.05430921347730129
312,25493,0.05430921347730129
260,25493,0.05430921347730129
